"금연구역명","금연구역범위상세","시도명","시군구명","금연구역구분","금연구역지정근거명","금연구역면적","위반과태료","위반신고전화번호","소재지도로명주소","소재지지번주소","관리기관명","위도","경도","데이터기준일자","제공기관코드","작업일시"
"상명대입구.석파랑","버스정류소 승차대 또는 표지판 경계로부터 10m이내","서울특별시","종로구","가로변버스정류소                                                                                            ","서울특별시 종로구 금연환경조성 및 간접흡연 피해방지 조례","","100000","02-2148-3544","서울특별시 종로구 자하문로 309","","서울특별시 종로구청","37.59925649","126.958749","2021-07-12","","2021-10-17 11:36:48.0"
"상명대입구.석파랑","버스정류소 승차대 또는 표지판 경계로부터 10m이내","서울특별시","종로구","가로변버스정류소                                                                                            ","서울특별시 종로구 금연환경조성 및 간접흡연 피해방지 조례","","100000","02-2148-3544","서울특별시 종로구 자하문로 311","","서울특별시 종로구청","37.59937528","126.958364","2021-07-12","","2021-10-17 11:36:48.0"
"구로역교차로","승차대 또는 버스표지판경계로부터 10m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 경인로 565(구로동)","","서울특별시 구로구청","37.50363898","126.8797121","2021-07-20","","2021-10-17 11:36:48.0"
"구일우성아파트","승차대 또는 버스표지판경계로부터 10m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 구일로2길 60 구일우성아파트 209동","서울특별시 구로구 구로동 1259","서울특별시 구로구청","37.4897580709","126.8770811553","2021-07-20","","2021-10-17 11:36:48.0"
"GS25한신아파트","승차대 또는 버스표지판경계로부터 10m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 구일로10길 27 SK허브수 A동","서울특별시 구로구 구로동 650-4","서울특별시 구로구청","37.49594018","126.8722654","2021-07-20","","2021-10-17 11:36:48.0"
"구로중학교","승차대 또는 버스표지판경계로부터 10m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 구로중앙로 36","서울특별시 구로구 구로동 136-8","서울특별시 구로구청","37.49320167","126.8907925","2021-07-20","","2021-10-17 11:36:48.0"
"구로중학교","승차대 또는 버스표지판경계로부터 10m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 구로중앙로 29","서울특별시 구로구 구로동 136-26","서울특별시 구로구청","37.49250966","126.8907437","2021-07-20","","2021-10-17 11:36:48.0"
"월드아파트","승차대 또는 버스표지판경계로부터 10m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 구로중앙로 219","서울특별시 구로구 구로동 612-2","서울특별시 구로구청","37.50531534","126.8766919","2021-07-20","","2021-10-17 11:36:48.0"
"기업은행구로중앙지점","승차대 또는 버스표지판경계로부터 10m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 구로중앙로 216","서울특별시 구로구 구로동 612-25","서울특별시 구로구청","37.50522966","126.8774838","2021-07-20","","2021-10-17 11:36:48.0"
"구로공구상가","승차대 또는 버스표지판경계로부터 10m이내","서울특별시","구로구","버스정류소                                                                                               ","서울특별시 구로구 간접흡연 피해방지 조례 제5조","0","100000","02-860-3225","서울특별시 구로구 구로중앙로 215","서울특별시 구로구 구로동 612-10","서울특별시 구로구청","37.50491575","126.8771359","2021-07-20","","2021-10-17 11:36:48.0"
